1490
19	74	678
19	74	779
19	74	152
678	45	779
678	90	152
395	74	220
395	74	62
395	74	174
395	74	10
395	74	427
62	74	723
62	74	253
253	124	723
10	74	437
10	74	526
437	63	526
427	74	724
427	74	404
724	162	404
294	74	548
294	74	284
548	74	736
548	74	447
447	124	736
284	74	825
284	74	316
316	23	825
605	74	471
605	74	232
605	74	876
605	74	482
605	74	161
605	74	188
605	74	776
605	74	747
605	74	834
605	74	514
876	74	33
876	74	117
482	74	41
482	74	867
867	124	41
161	74	388
161	74	476
476	124	388
747	74	469
747	74	312
33	74	641
33	74	254
471	74	722
471	74	892
471	74	235
722	128	892
722	4	235
232	74	235
232	74	769
232	74	714
232	74	528
232	74	714
232	74	423
235	34	769
235	123	714
235	106	528
235	123	714
235	106	423
776	74	581
776	74	541
581	59	541
834	74	519
834	74	722
834	74	572
519	153	722
519	153	572
514	74	572
514	74	182
514	74	722
514	74	335
572	149	182
722	149	182
722	149	335
572	149	335
117	74	255
41	74	779
41	74	388
779	108	388
476	74	317
476	74	619
476	74	619
476	74	352
317	150	619
317	150	619
317	131	352
469	74	710
469	74	660
469	74	495
710	108	660
710	57	495
4	74	745
4	74	236
4	74	198
4	74	451
4	74	606
4	74	178
4	74	474
4	74	516
4	74	602
4	74	445
4	74	755
4	74	262
4	74	717
4	74	114
4	74	52
4	74	911
4	74	737
4	74	247
4	74	127
4	74	334
4	74	502
4	74	320
4	74	15
4	74	837
4	74	545
198	74	279
198	74	446
606	74	570
606	74	391
391	94	570
570	138	391
516	74	781
516	74	26
26	94	781
781	138	26
445	74	599
445	74	28
755	74	291
755	74	118
118	94	291
291	138	118
114	74	775
114	74	669
669	94	775
775	138	669
911	74	842
911	74	158
247	74	96
247	74	533
533	94	96
96	138	533
158	74	428
158	74	823
451	74	709
451	74	38
709	108	38
474	74	722
474	74	564
722	37	564
262	74	904
262	74	276
262	74	483
904	91	276
904	91	483
717	74	75
717	74	515
717	74	122
717	74	389
75	51	515
75	56	122
75	147	389
52	74	722
52	74	600
52	74	237
52	74	298
722	130	600
722	83	237
722	130	298
127	74	742
127	74	387
127	74	89
127	74	571
742	123	387
742	123	89
742	134	571
334	74	742
334	74	387
334	74	89
334	74	409
742	139	409
502	74	742
502	74	409
502	74	387
502	74	462
502	74	89
742	143	409
742	123	387
742	143	462
742	123	89
837	74	571
837	74	793
571	42	793
279	74	356
279	74	142
356	13	142
446	74	53
446	74	165
53	53	165
570	74	564
570	74	722
564	135	722
781	74	812
781	74	479
812	108	479
26	74	53
26	74	714
26	74	571
53	123	714
53	170	571
775	74	671
775	74	337
775	74	520
671	108	337
671	108	520
842	74	564
96	74	219
96	74	582
219	175	582
533	74	722
533	74	415
722	37	415
428	74	644
428	74	722
428	74	415
672	74	846
846	74	550
846	74	790
550	74	712
550	74	179
550	74	209
712	93	179
712	93	209
167	74	650
242	74	650
835	74	770
835	74	84
835	74	907
835	74	486
835	74	452
770	74	1
770	74	507
507	110	1
84	74	883
84	74	484
907	74	248
907	74	265
265	94	248
248	138	265
452	74	629
452	74	568
265	74	92
265	74	899
486	74	540
540	152	540
507	74	860
507	74	473
860	50	473
883	74	473
883	74	408
473	166	408
248	74	821
248	74	882
821	54	882
568	74	378
568	74	13
568	74	100
568	74	353
568	74	408
100	116	353
408	116	353
467	74	111
467	74	624
467	74	16
624	74	12
624	74	813
16	74	292
16	74	578
578	94	292
292	138	578
12	74	540
12	74	369
540	158	369
813	74	415
813	74	571
415	14	571
292	74	906
292	74	879
906	104	879
578	74	614
578	74	598
578	74	45
578	74	267
614	35	598
45	15	267
432	74	688
432	74	807
432	74	251
688	74	588
688	74	349
349	22	588
807	74	518
807	74	575
807	74	343
807	74	202
518	81	575
518	52	343
518	52	202
105	74	609
105	74	488
105	74	396
105	74	287
488	74	362
488	74	244
244	94	362
362	138	244
287	74	501
287	74	740
740	124	501
362	74	791
362	74	240
791	26	240
244	74	561
244	74	80
561	62	80
245	74	194
245	74	34
245	74	172
245	74	383
245	74	330
245	74	83
245	74	558
245	74	314
34	74	137
34	74	241
172	74	893
172	74	321
383	74	426
383	74	123
123	174	426
330	74	394
330	74	210
558	74	223
558	74	802
802	23	223
314	74	879
314	74	37
37	110	879
194	74	562
194	74	751
562	58	751
83	74	673
83	74	38
673	108	38
893	74	69
893	74	729
69	172	729
37	74	589
37	74	125
589	2	125
345	74	805
345	74	506
345	74	788
345	74	500
345	74	720
345	74	443
506	74	390
506	74	884
884	124	390
788	74	687
788	74	325
325	94	687
687	138	325
805	74	392
805	74	212
392	82	212
500	74	852
500	74	36
852	108	36
325	74	343
325	74	575
325	74	202
325	74	382
638	74	877
638	74	282
638	74	306
638	74	827
638	74	429
638	74	163
638	74	213
638	74	70
638	74	2
638	74	905
638	74	288
638	74	504
877	74	877
282	74	618
282	74	68
68	23	618
306	74	46
306	74	771
771	94	46
46	138	771
70	74	372
70	74	774
774	8	372
2	74	112
2	74	64
64	94	112
112	138	64
288	74	470
288	74	204
204	94	470
470	138	204
877	74	838
877	74	434
163	74	326
163	74	574
163	74	103
326	70	574
326	70	103
504	74	645
68	74	419
68	74	199
68	74	728
68	74	693
419	36	199
419	36	728
419	67	693
419	39	693
46	74	575
46	74	555
46	74	689
575	113	689
372	74	345
372	74	268
345	100	268
112	74	575
112	74	150
112	74	531
575	178	150
575	178	531
64	74	849
64	74	730
849	62	730
470	74	480
470	74	557
480	86	557
204	74	225
204	74	575
225	155	575
434	74	830
434	74	859
285	74	115
285	74	818
818	74	708
818	74	626
626	124	708
822	74	115
822	74	818
863	74	658
863	74	54
54	74	453
54	74	234
234	76	453
203	74	410
203	74	177
301	74	449
704	74	527
704	74	808
527	74	76
527	74	573
573	110	76
76	74	90
76	74	154
90	108	154
692	74	655
692	74	732
525	74	732
360	74	732
865	74	732
0	74	322
0	74	734
322	74	457
322	74	456
456	94	457
457	138	456
734	74	303
734	74	534
303	129	534
457	74	668
457	74	393
457	74	534
668	156	393
534	156	393
478	74	216
556	74	759
359	74	741
359	74	414
359	74	55
359	74	397
741	74	697
741	74	133
741	74	677
741	74	82
741	74	783
697	137	133
677	69	82
697	137	783
414	74	56
55	74	753
55	74	58
55	74	238
753	98	58
753	105	238
175	74	109
175	74	833
175	74	819
175	74	439
175	74	652
175	74	141
439	74	357
439	74	699
699	110	357
141	74	643
141	74	461
461	110	643
652	74	295
652	74	82
652	74	739
295	157	82
295	163	739
643	74	283
643	74	119
283	142	119
840	74	109
840	74	833
840	74	819
840	74	439
840	74	652
840	74	141
782	74	583
782	74	715
715	74	14
715	74	48
48	23	14
583	74	580
583	74	442
583	74	784
583	74	888
580	164	442
580	164	784
580	164	888
48	74	580
48	74	686
48	74	753
580	141	686
580	92	753
826	74	59
416	74	350
416	74	386
416	74	189
386	74	831
386	74	698
698	23	831
350	74	885
350	74	616
350	74	683
885	108	616
885	119	683
698	74	885
698	74	375
885	137	375
173	74	400
173	74	804
400	74	35
400	74	850
850	110	35
227	74	400
227	74	804
843	74	640
843	74	200
200	74	417
200	74	23
640	74	868
640	74	344
640	74	32
868	108	344
868	3	32
417	74	881
57	74	721
57	74	466
57	74	157
57	74	670
57	74	511
57	74	224
466	74	880
466	74	505
505	124	880
157	74	39
157	74	727
727	124	39
670	74	806
670	74	866
866	94	806
806	138	866
511	74	300
511	74	312
312	23	300
721	74	275
721	74	594
275	108	594
224	74	324
224	74	700
324	31	700
39	74	275
39	74	347
275	108	347
300	74	617
300	74	754
617	108	754
772	74	444
772	74	874
772	74	639
772	74	538
538	74	760
538	74	229
229	174	760
760	74	458
760	74	903
458	68	903
718	74	444
718	74	874
718	74	639
718	74	538
485	74	529
485	74	217
529	74	513
529	74	616
529	74	683
513	108	616
513	119	683
217	74	542
217	74	786
542	132	786
503	74	18
134	74	789
789	74	190
789	74	323
789	74	797
190	108	323
797	108	323
543	74	99
703	74	604
604	74	552
604	74	270
270	110	552
552	74	725
552	74	119
725	142	119
864	74	40
864	74	544
40	74	844
40	74	354
844	88	354
544	74	283
544	74	323
544	74	328
283	108	323
283	108	328
530	74	201
815	74	72
72	74	643
72	74	810
810	110	643
643	74	283
643	74	119
283	142	119
384	74	853
384	74	20
384	74	539
853	74	166
853	74	169
20	74	50
20	74	647
647	124	50
169	74	617
169	74	366
169	74	286
617	125	366
286	125	366
431	74	97
431	74	205
205	74	705
205	74	633
633	110	705
97	74	30
97	74	317
97	74	725
97	74	328
97	74	532
30	89	317
725	108	328
725	89	317
725	108	532
705	74	317
705	74	119
317	142	119
897	74	327
897	74	340
327	74	795
327	74	862
795	114	862
340	74	795
340	74	454
340	74	799
795	48	454
795	48	799
67	74	701
67	74	11
701	74	796
701	74	679
679	94	796
796	138	679
679	74	635
679	74	623
11	74	465
11	74	580
465	144	580
635	74	465
